Mov avg per,maxx month ,minn month,in raange,Time,Count
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 9:00:00 AM,619
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 10:00:00 AM,757
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 11:00:00 AM,800
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 12:00:00 PM,1191
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 1:00:00 PM,1395
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 2:00:00 PM,1358
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 3:00:00 PM,1436
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 4:00:00 PM,1270
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 5:00:00 PM,1054
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 6:00:00 PM,849
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 7:00:00 PM,720
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 8:00:00 PM,556
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 9:00:00 PM,349
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 10:00:00 PM,335
1/10/2015,6/23/2015,5/27/2015,False,1/10/2015 11:00:00 PM,334
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 12:00:00 AM,360
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 1:00:00 AM,255
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 2:00:00 AM,198
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 3:00:00 AM,135
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 4:00:00 AM,74
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 5:00:00 AM,57
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 6:00:00 AM,67
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 7:00:00 AM,93
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 8:00:00 AM,241
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 9:00:00 AM,538
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 10:00:00 AM,922
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 11:00:00 AM,1248
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 12:00:00 PM,1555
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 1:00:00 PM,1813
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 2:00:00 PM,1639
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 3:00:00 PM,1464
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 4:00:00 PM,1097
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 5:00:00 PM,827
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 6:00:00 PM,519
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 7:00:00 PM,493
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 8:00:00 PM,315
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 9:00:00 PM,260
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 10:00:00 PM,237
1/11/2015,6/23/2015,5/27/2015,False,1/11/2015 11:00:00 PM,168
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 12:00:00 AM,117
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 1:00:00 AM,45
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 2:00:00 AM,29
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 3:00:00 AM,36
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 4:00:00 AM,26
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 5:00:00 AM,86
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 6:00:00 AM,433
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 7:00:00 AM,1541
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 8:00:00 AM,3418
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 9:00:00 AM,1832
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 10:00:00 AM,723
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 11:00:00 AM,654
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 12:00:00 PM,700
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 1:00:00 PM,631
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 2:00:00 PM,520
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 3:00:00 PM,374
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 4:00:00 PM,669
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 5:00:00 PM,1510
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 6:00:00 PM,1186
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 7:00:00 PM,1136
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 8:00:00 PM,753
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 9:00:00 PM,510
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 10:00:00 PM,184
1/12/2015,6/23/2015,5/27/2015,False,1/12/2015 11:00:00 PM,86
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 12:00:00 AM,64
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 1:00:00 AM,29
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 2:00:00 AM,21
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 3:00:00 AM,13
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 4:00:00 AM,33
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 5:00:00 AM,113
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 6:00:00 AM,600
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 7:00:00 AM,1584
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 8:00:00 AM,3960
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 9:00:00 AM,2090
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 10:00:00 AM,960
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 11:00:00 AM,866
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 12:00:00 PM,1019
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 1:00:00 PM,719
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 2:00:00 PM,811
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 3:00:00 PM,883
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 4:00:00 PM,1391
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 5:00:00 PM,2886
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 6:00:00 PM,2659
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 7:00:00 PM,1548
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 8:00:00 PM,947
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 9:00:00 PM,660
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 10:00:00 PM,501
1/13/2015,6/23/2015,5/27/2015,False,1/13/2015 11:00:00 PM,340
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 12:00:00 AM,168
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 1:00:00 AM,79
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 2:00:00 AM,60
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 3:00:00 AM,54
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 4:00:00 AM,44
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 5:00:00 AM,93
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 6:00:00 AM,560
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 7:00:00 AM,1820
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 8:00:00 AM,3904
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 9:00:00 AM,2064
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 10:00:00 AM,841
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 11:00:00 AM,732
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 12:00:00 PM,1013
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 1:00:00 PM,1066
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 2:00:00 PM,913
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 3:00:00 PM,969
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 4:00:00 PM,1365
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 5:00:00 PM,2638
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 6:00:00 PM,1974
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 7:00:00 PM,1254
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 8:00:00 PM,885
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 9:00:00 PM,537
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 10:00:00 PM,344
1/14/2015,6/23/2015,5/27/2015,False,1/14/2015 11:00:00 PM,188
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 12:00:00 AM,91
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 1:00:00 AM,66
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 2:00:00 AM,25
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 3:00:00 AM,23
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 4:00:00 AM,23
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 5:00:00 AM,62
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 6:00:00 AM,481
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 7:00:00 AM,1692
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 8:00:00 AM,3673
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 9:00:00 AM,1941
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 10:00:00 AM,844
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 11:00:00 AM,729
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 12:00:00 PM,835
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 1:00:00 PM,1005
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 2:00:00 PM,828
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 3:00:00 PM,912
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 4:00:00 PM,1249
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 5:00:00 PM,2524
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 6:00:00 PM,2480
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 7:00:00 PM,1353
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 8:00:00 PM,810
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 9:00:00 PM,591
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 10:00:00 PM,430
1/15/2015,6/23/2015,5/27/2015,False,1/15/2015 11:00:00 PM,301
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 12:00:00 AM,208
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 1:00:00 AM,117
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 2:00:00 AM,71
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 3:00:00 AM,59
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 4:00:00 AM,46
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 5:00:00 AM,88
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 6:00:00 AM,471
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 7:00:00 AM,1648
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 8:00:00 AM,3546
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 9:00:00 AM,1980
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 10:00:00 AM,878
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 11:00:00 AM,795
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 12:00:00 PM,994
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 1:00:00 PM,1122
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 2:00:00 PM,941
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 3:00:00 PM,1104
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 4:00:00 PM,1149
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 5:00:00 PM,2348
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 6:00:00 PM,2002
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 7:00:00 PM,1183
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 8:00:00 PM,693
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 9:00:00 PM,473
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 10:00:00 PM,386
1/16/2015,6/23/2015,5/27/2015,False,1/16/2015 11:00:00 PM,361
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 12:00:00 AM,328
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 1:00:00 AM,220
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 2:00:00 AM,199
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 3:00:00 AM,144
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 4:00:00 AM,76
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 5:00:00 AM,68
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 6:00:00 AM,70
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 7:00:00 AM,154
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 8:00:00 AM,350
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 9:00:00 AM,682
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 10:00:00 AM,784
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 11:00:00 AM,998
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 12:00:00 PM,1360
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 1:00:00 PM,1421
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 2:00:00 PM,1531
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 3:00:00 PM,1527
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 4:00:00 PM,1257
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 5:00:00 PM,997
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 6:00:00 PM,765
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 7:00:00 PM,719
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 8:00:00 PM,525
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 9:00:00 PM,415
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 10:00:00 PM,328
1/17/2015,6/23/2015,5/27/2015,False,1/17/2015 11:00:00 PM,350
1/18/2015,6/23/2015,5/27/2015,False,1/18/2015 12:00:00 AM,383
1/18/2015,6/23/2015,5/27/2015,False,1/18/2015 1:00:00 AM,268
